pmid,title,abstract,authors,pub_date,journal,doi,url,spinal,first_seen,sem_score,comb_score,new_this_run
41184903,Mesenchymal stem cells-derived exosomes and Kaempferol improve myelin repair via attenuating inflammation and oxidative stress in a cuprizone-induced demyelination model.,"Exosomes (EXOs), small vesicles secreted by cells, and kaempferol (KMP) as a natural flavonoid have anti-inflammatory and anti-oxidant activities. Here, we investigated the therapeutic potential of combination therapy of mesenchymal stem cell (MSC)-derived EXOs with KMP in a cuprizone (CPZ)-induced demyelination model. Forty-five male C57BL/6J mice were used in this study. KMP was administered intracerebroventricularly and EXOs were delivered intranasally. Behavioral tests, tissue analyses, and molecular assays measured working memory, cognitive function, motor function, myelin integrity, oxidative stress, and inflammation. Behavioral assessments using Y-maze, novel arm discrimination, and wire hang tests revealed that the combination therapy significantly improved working memory, spatial recognition, and motor endurance compared to KMP or EXOs treated groups. Histological analyses demonstrated marked prevention of demyelination, as evidenced by enhanced myelin integrity on FluoroMyelin and Black-Gold II staining. At the molecular level, the combined treatment up regulated the antioxidant genes expression and regulated the activity of key antioxidant enzymes, while simultaneously reducing lipid peroxidation. Glial activation and pro-inflammatory cytokine genes expression were also reduced in the EXO + KMP treated mice. These findings suggest that combination therapy with EXOs and KMP improves myelin repair by targeting oxidative stress and neuroinflammation in a CPZ-induced demyelination model.","Rabiei F, Askari H, Javan M, Leo G, Lucchi C, Pourbagher R, Biagini G, Ghasemi-Kasman M",2025,Stem cell research & therapy,N/A,https://pubmed.ncbi.nlm.nih.gov/41184903/,0,2025-12-28 13:57:48,0.5566,0.5566,YES
41184223,Antler stem cell-derived exosomes restore periodontal homeostasis in a rat model with diabetic periodontitis through enhancing ROS scavenging and osteogenesis.,"Diabetes mellitus (DM) exacerbates periodontitis as the high-glucose (HG) environment aggravates local inflammation and periodontal bone resorption. Restoring periodontal homeostasis and promoting periodontal bone repair/regeneration are major challenges for the treatment of diabetic periodontitis. This study introduces antler stem cell-derived exosomes (AnSC-exos) as a potent therapeutic for treating diabetic periodontitis via leveraging the shared cranial neural crest cell (CNCC) origin of antlers and periodontal tissues. Using a rat model of diabetic periodontitis, we demonstrate that AnSC-exos effectively alleviate tissue abnormalities and alveolar bone destruction and resorption in periodontitis under DM conditions; the outcome was significantly more potent than human bone marrow mesenchymal stem cell exosomes (hBMSC-exos). Mechanistically, AnSC-exos exhibited dual regenerative actions: (1) restoring the osteogenic ability of resident MSCs by not only reversing high glucose (HG)-induced suppression of proliferation and migration, but more importantly, enhancing cell survival, reducing cell death, and strengthening differentiation toward osteogenic lineages under HG conditions; and (2) attenuating inflammation through potently scavenging excessive ROS production induced by HG, and inhibiting HG-mediated p65 nuclear translocation, thereby leading to a reduced M1/M2 macrophage ratio. In conclusion, the superior efficacy of AnSC-exos highlights their tissue-specific regenerative advantage and establishes AnSC-exos as a promising cell-free therapy that simultaneously targets osteogenic impairment and ROS-driven inflammation in diabetic periodontitis. Further characterization of active components within the exosomes holds significant promise for developing effective clinical treatments for diabetic periodontitis.","Guo Q, Ren S, Libonati A, Li J, Wang Z, Ren J, Zhang G, Gao L, Ba H, Shen Y",2025,Cell death discovery,N/A,https://pubmed.ncbi.nlm.nih.gov/41184223/,0,2025-12-28 13:57:48,0.4953,0.5953,YES
41181109,Smart nanocarriers for cancer: harnessing exosomes and lipid systems in photodynamic and immunotherapy.,"Cancer remains the leading cause of death worldwide. Despite decades of continuous research, limitations persist in existing therapeutic approaches. Conventional strategies such as surgery, chemotherapy, and radiotherapy, though advanced, face challenges including poor bioavailability, toxic side effects, inadequate targeting of cancer cells, and limited survival benefits. The major issue lies in the inability of improved drug formulations to effectively reach cancer cells. Emerging approaches such as photodynamic therapy (PDT) and immunotherapy have shown greater promise, offering reduced side effects and higher treatment efficiency compared to traditional methods. Various natural and synthetic nanocarriers, including exosomes, liposomes, solid lipid nanoparticles (SLNs) and micelles have been explored as drug delivery vehicles in these therapies. Among them, exosomes, being natural secretory vesicles, have shown unique potential as independent delivery systems. However, challenges and limitations remain in their application for precise cancer targeting. A combinational strategy, integrating exosomes with other lipid-based drug delivery systems (LBDDS), while preserving their intrinsic properties and engineering their surface to carry photosensitizers (PS) or immune modulators, could overcome these barriers. Such well-designed natural cargos may enhance therapeutic efficacy, modulate the tumor microenvironment, and address current shortcomings in cancer therapy. This review highlights the individual applications of PDT and immunotherapy using exosomes and LBDDS, and explores their potential synergistic use for more effective and targeted cancer treatment.","Swain A, Jena SR, Samanta L",2025,Frontiers in immunology,N/A,https://pubmed.ncbi.nlm.nih.gov/41181109/,0,2025-12-28 13:57:48,0.5648,0.5648,YES
41175992,White matter injury in young rats with cerebral palsy: the role of massage in regulating exosomes via the chemokine axis.,"Massage is kown to effectively alleviate symptoms of Cerebral Palsy (CP), yet its specific mechanism in CP remains unclear. Cerebral white matter damage is a primary consequence of hypoxia-ischemia (HI) in CP rats. This study aims to explore the potential of massage in facilitating the migration of bone marrow mesenchymal stem cells (BMSCs-Exo) to the brain through the chemokine axis, with the goal of moderating cerebral white matter injury in CP rats. Forty-eight rats were randomized to Sham, Model, Massage, and Inhibition groups. HI injury was induced in 3-day-old rat pups and confirmed through righting reflex assessment and cerebral blood flow imaging. The Massage group received daily massage therapy from postnatal day 5 for 28 days. The Inhibition group was treated with a CXCR4 inhibitor (AMD3100), while the remaining groups were administered saline. Behavioral assessments were conducted at 2 and 4 weeks post-treatment. The homing efficiency of BMSCs-Exo was monitored using small animal live imaging, and cerebral oxygen saturation was measured noninvasively through photoacoustic imaging. Neuronal morphology was evaluated using Nissl staining, and immunofluorescence was employed to co-label oligodendrocytes with CXCR4/SDF-1. SDF-1/CXCR4 expression in bone marrow, serum, and brain white matter was assessed using PCR. In vitro experiments involved co-culturing BMSCs with oligodendrocytes under hypoxic and low glucose conditions. The cell groups included Normal control, DMSO control, Massage, and Massage + GW4869 Group. Viability of BMSCs and oligodendrocytes was determined using CCK-8 assays. Additionally, immunofluorescence staining was performed to visualize exosomes in oligodendrocytes. HI injury prolonged righting reflex latency and decreased cerebral blood flow. Massage intervention was linked to improved blood flow, increased brain homing of BMSCs-Exo, and enhanced limb function, particularly evident after 4 weeks. Histological analysis using Nissl staining and immunofluorescence demonstrated that massage was coincided with reduced neuronal injury and the upregulation of SDF-1/CXCR4 expression in oligodendrocytes. Initially reduced following HI, SDF-1/CXCR4 levels were restored by massage, with the CXCR4 inhibitor significantly abrogating the therapeutic effects of massage. CCK-8 assays indicated that massage was associated with promoted viability of BMSCs and oligodendrocytes, which was attenuated in the presence of exosome inhibition. Furthermore, the uptake capacity of oligodendrocyte cells for exosomes was superior in the Massage group compared to the DMSO control group. Massage is associated with enhanced motor function and white matter restoration in cerebral palsy, potentially through mechanisms involving the SDF-1/CXCR4 axis, increased homing of BMSCs-Exo to the brain, and enhanced oligodendrocyte attachment.","Yiping C, Suyu C, Min L, Yongli L, Yujing Z, Sihan L, Chenggui X, Tinghui Z, Yong L, Ji Z",2025,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,N/A,https://pubmed.ncbi.nlm.nih.gov/41175992/,0,2025-12-28 13:57:48,0.4674,0.4674,YES
41173362,Enhanced cargo of plasma alpha B crystallin in oligodendrocyte-derived exosomes accompanied by elevated expression of inflammatory factors in the temporal cortex of patients with refractory epilepsy.,"Plasma exosomes have emerged as key mediators of communication between neural cells and the periphery, playing pivotal roles in various neurological diseases. However, their involvement in the pathogenesis of epilepsy remains unclear. This study aimed to investigate the expression of alpha B crystallin (CRYAB) in plasma exosomes and the temporal cortex as a potential contributor to epileptogenesis. The study included 112 participants, comprising patients with refractory medial temporal lobe epilepsy, glioma patients with and without pre-operative epilepsy, and age- and sex-matched healthy controls. Plasma exosomes were isolated from peripheral blood using immuno-co-precipitation and resin antibody techniques. Exosome morphology and size distribution were evaluated using transmission electron microscopy and nanoparticle tracking analysis. Neuron- or glia-derived exosomes were enriched through antibody-based immunoabsorption. Plasma CRYAB levels were quantified using an enzyme-linked immunosorbent assay. CRYAB expression in neurons and glia of the human temporal cortex was evaluated by immunocytochemistry. Western blotting was performed to detect the expression levels of CRYAB and inflammatory cytokines in brain tissue. Isolated circulating exosomes were confirmed to be partially derived from the central nervous system (CNS), as evidenced by the presence of neuronal and glial markers. CRYAB was highly expressed in exosomes derived from oligodendrocytes. Patients with epilepsy exhibited significantly elevated levels of plasma oligodendrocyte-derived exosomal CRYAB compared to healthy controls. This was paralleled by increased expression of CRYAB in the temporal cortex of patients with epilepsy, indicating CNS origin of the exosomal cargo. A negative correlation between plasma CRYAB levels and oligodendrocyte-derived exosomal CRYAB was observed in both controls and epileptic patients. Furthermore, patients with epilepsy demonstrated significantly higher density of CRYAB immunoreactivity in temporal cortex oligodendrocytes. The temporal cortex of patients with refractory epilepsy exhibited a significant upregulation of CRYAB, concomitant with elevated levels of inflammatory cytokines. The finding that plasma oligodendrocyte-derived exosomal CRYAB is upregulated in patients with epilepsy highlights a potential role of oligodendrocyte-secreted CRYAB in its pathogenesis.","Ji X, Wu D, Xie Y, Chen M, Qi Z, Zhou N",2026,Biochimica et biophysica acta. Molecular basis of disease,N/A,https://pubmed.ncbi.nlm.nih.gov/41173362/,0,2025-12-28 13:57:48,0.6293,0.9293,YES
41159195,"Exosome-mediated repair of spinal cord injury: cellular sources, mechanisms of action, and combined therapeutic strategies.","Spinal cord injury (SCI) presents a significant clinical challenge due to its complex pathology and limited capacity for self-repair, often resulting in substantial physical dysfunction. Conventional treatments emphasize symptom management, yet usually fail to achieve nerve regeneration and full functional recovery. Recently, Exosomes(Exos) have gained attention as key modulators in biological processes such as immune regulation, intercellular communication, and tissue repair, showing promise in nerve injury and regeneration. This review synthesizes recent research on Exosome-based SCI therapies, including their biological origins, mechanisms, potential applications, and current limitations. Although Exos' research in SCI is nascent, early studies indicate promising safety and efficacy. Future studies are encouraged to delve deeper into Exos preparation, optimization, and delivery to maximize therapeutic effectiveness, potentially advancing SCI treatment options.","Cha Z, Li Y, Pu J, Zhang Y, Lu Q, Huang W, Li T, Lu X",2025,Frontiers in neurology,N/A,https://pubmed.ncbi.nlm.nih.gov/41159195/,1,2025-12-28 13:57:48,0.8523,1.1523,YES
41148851,Biological Nanoparticles for Enhancing Chronic Wound Regeneration.,"Chronic wounds (CWs) represent a growing global health concern with profound clinical and socioeconomic implications. Studies indicate that approximately 15% of CWs remain unhealed one year after the initial treatment. At the same time, it is assumed that from 1% to 2% of the population of developed countries will suffer from chronic wounds during their lifetime. CWs severely impair patients' quality of life. Current therapies (compression bandages, antibiotics, hyperbaric oxygen, and skin grafts) face limitations, including toxicity, contraindications, inefficacy in patients with comorbidities like diabetes, and high cost. Biological nanoparticles (BNPs), particularly extracellular vesicles (EVs), emerge as transformative solutions due to their innate biocompatibility, targeted biodistribution, and multifunctional regenerative properties. This review examines the mechanisms by which BNPs promote CW healing and drug delivery. Innovative BNP delivery platforms (chitosan hydrogels, alginate films) are evaluated, enabling sustained release and responsiveness to the wound microenvironment. Clinical advances, including exosome-laden hydrogels that accelerate healing in diabetic ulcers, underscore BNPs' potential to overcome conventional therapy limitations. By addressing the challenges of both pathophysiological complexity and healthcare system burden, BNPs demonstrate the potential to improve patient outcomes in the management of chronic wounds.","Zotikov D, Ponomareva N, Brezgin S, Kostyusheva A, Frolova A, Chulanov V, Lukashev A, Timashev P, Kostyushev D",2025,Cells,N/A,https://pubmed.ncbi.nlm.nih.gov/41148851/,0,2025-12-28 13:57:48,0.454,0.454,YES
41147537,Multiple Antibody-Coated Gold Nanoparticle-Based ExoAssay for Rapid Isolation of CNS-Specific Exosomes From Blood.,"In neurodegenerative diseases, brain-derived extracellular vesicles (EVs)/exosomes from blood offer a great opportunity to explore their contents for their utility as biomarkers. However, the conventional methodologies for the purification of EVs from complex biofluids have many limitations, restricting their clinical implementation. We aimed to optimize a direct, less time-consuming, affordable, and reliable nanowire-based method to isolate neuronal EVs from blood plasma. Here, we improved a simple and direct methodology using multiple antibody-coated magnetic nanowires for efficient and rapid isolation of neuronal EVs (ExoAssay) from human plasma. We characterized the isolated EVs and validated the protocol using multiple approaches, for example, nanoparticle tracking analysis (NTA), immunoblotting, and transmission electron microscopy (TEM). We purified round-shaped EVs with an average size of 116 nm. We identified the general markers of EVs including CD9, CD63, CD81, and Flotillin-1 and two neuronal EV markers L1-cell adhesion molecule (L1CAM) and neural cell adhesion molecule (NCAM) via immunoblotting. Interestingly, the levels of T-Tau and P-Tau were upregulated in EVs isolated from Alzheimer's patients (n = 30), in comparison with healthy controls. Furthermore, there were no significant differences between CSF- and EV-based Tau levels. The high-throughput mass-spectrometry analysis of isolated EVs revealed 280 proteins as significantly modified in Alzheimer's disease cases in comparison with controls. The presented nanotechnology-based methodology offers an innovative and efficient tool for EV-based biomarker investigations and clinical utility by simplifying the enrichment of CNS-originated exosomes from complex biological fluids. This methodology opens up the avenue for longitudinal monitoring of important disease-related proteins in the brain by analysis of brain-derived EVs from blood plasma using simple blood withdrawal.","Fernandez Flores LC, Younas N, Goebel S, Dittmar K, Saleem T, Younas A, Budde H, Legler TJ, Möbius W, Hermann P",2025,Journal of neurochemistry,N/A,https://pubmed.ncbi.nlm.nih.gov/41147537/,0,2025-12-28 13:57:48,0.5322,0.7322,YES
41137812,Photonic Crystal-Enhanced Surface-Enhanced Raman Scattering Biosensor with an Amphipathic Dendritic Supermolecule Probe for Direct Plasma Exosome Detection.,"Exosomes hold great promise for tumor diagnosis, but their efficient isolation and sensitive in situ detection from biofluids remain challenging. Surface-enhanced Raman scattering (SERS) is an ideal solution due to its high sensitivity, yet conventional SERS biosensors face a trade-off between complex nanostructures for strong hotspots and practical fabrication. Here, we developed a novel strategy combining a highly stable large-sized opal photonic crystal (OPC) substrate with an amphipathic dendritic supermolecule probe (ADSP) for exosome capture and detection. The OPC substrate enhances SERS performance by modulating incident light, enabling a simple Au nanolayer to achieve detection limits as low as 1 × 10<sup>-9</sup> M. Meanwhile, ADSP ensures efficient exosome capture from plasma. Together, this approach allows direct isolation and sensitive in situ detection using a structurally simple device. Significant differences between patient and healthy donor groups were observed in practical sample detection, highlighting the potential of this exosome capture and detection platform for clinical applications.","Hu S, Feng X, Liu K, Xie Y, Xu J, Zhou B, Sun L, Liu B, Liu M, Bai X",2025,ACS sensors,N/A,https://pubmed.ncbi.nlm.nih.gov/41137812/,0,2025-12-28 13:57:48,0.4548,0.4548,YES
41122294,Mapping the Landscape of Mesenchymal Stem Cell-Derived Extracellular Vesicles: From Bench to Bedside.,"Mesenchymal stem cell (MSC)-derived extracellular vesicles (EVs), including exosomes, have garnered significant attention for their therapeutic potential in regenerative medicine and inflammatory disease management. This bibliometric analysis maps the global research landscape of MSC-derived EV studies from 2014 to 2025, utilizing data from Web of Science (WoS), Scopus, and PubMed. A total of 99 research articles were analyzed after screening 335 initial records, focusing on publication trends, citation metrics, collaboration networks, and thematic evolution. The field exhibited a 27.11% annual publication growth rate, with 841 authors contributing to 70 journals, reflecting its interdisciplinary and collaborative nature. Key findings include a surge in publications from 2018 onward, driven by clinical trials targeting conditions such as COVID-19, osteoarthritis, and spinal cord injury. The United States and China led international collaborations, with 22.68% of publications involving cross-border co-authorships. Keyword analysis revealed a shift from foundational terms like ""exosomes"" to clinical applications like ""immunomodulation"" and ""osteoarthritis."" Despite the field's promise, limitations such as partial 2025 data and exclusion of non-English studies suggest areas for broader inclusion. This study underscores the rapid growth and clinical potential of MSC-derived EV research, providing insights for researchers and policymakers to advance therapeutic development.","Mussin NM, Zhilisbayeva KR, Baspakova A, Kurmanalina MA, Tamadon A",2025,Stem cells international,N/A,https://pubmed.ncbi.nlm.nih.gov/41122294/,1,2025-12-28 13:57:48,0.5846,0.8846,YES
41122173,Neuroinflammation: targeting microglia for neuroprotection and repair after spinal cord injury.,"Neuroinflammation is a tightly regulated process essential for central nervous system (CNS) homeostasis, debris clearance, and defense against pathogens. Microglia, the resident immune cells of the CNS, are central to this response, supporting plasticity and repair under normal conditions. Following spinal cord injury (SCI), however, this response becomes amplified and dysregulated. Early microglial activation can be protective, but prolonged activation drives the release of pro-inflammatory and cytotoxic mediators that exacerbate secondary injury and hinder repair. Microglia also engage in complex crosstalk with astrocytes, oligodendrocytes, neurons, and infiltrating immune cells, orchestrating both protective and damaging processes. This dual and dynamic nature underscores their importance as both targets and modulators in SCI therapies. This review aims to examine the roles of microglia in SCI, summarizes SCI pathology, the specific roles of microglia and macrophages, and outlines translational efforts to modulate their activation, while also highlighting the barriers to clinical application. Evidence from preclinical studies and emerging therapeutic strategies, including pharmacological, cell-based, and exosome-based interventions, demonstrates the potential to reduce harmful inflammation, promote neuroprotection, and support functional recovery. Despite these advances, clinical translation remains limited, constrained by the heterogeneity of microglial responses, narrow therapeutic windows, and patient-specific variability. These challenges often lead to modest or inconsistent clinical outcomes. Future strategies will require precision, multi-targeted approaches that integrate microglial modulation with the preservation of the blood-brain barrier (BBB) and the regulation of peripheral immune infiltration. Harnessing the regenerative potential of microglia, guided by biomarker-based patient stratification and a deeper understanding of their dynamic roles, offers the most promising path toward meaningful recovery after SCI.","Cavalcanti RR, Almeida FM, Martinez AMB, Freria CM",2025,Frontiers in immunology,N/A,https://pubmed.ncbi.nlm.nih.gov/41122173/,1,2025-12-28 13:57:48,0.4677,0.7677,YES
41113669,"Exosome engineering for targeted therapy of brain-infecting pathogens: molecular tools, delivery platforms, and translational advances.","Central nervous system (CNS) infections caused by pathogens such as HIV, Herpes simplex virus, Cryptococcus neoformans, and Toxoplasma gondii remain among the most difficult to treat due to the physiological barrier posed by the blood-brain barrier (BBB), pathogen latency, and systemic toxicity associated with conventional therapies. Exosome-based delivery systems are becoming a game-changing platform that can solve these therapeutic problems using their natural biocompatibility, minimal immunogenicity, and capacity to cross the BBB. This review current developments in exosome engineering that aim to make brain-targeted therapy for neuroinfectious illnesses more selective and effective. Much focus is on new molecular methods like pathogen-specific ligand display, aptamer conjugation, lipid modification, and click-chemistry-based surface functionalisation. These methods make it possible to target diseased areas of the brain precisely. Exosomes can also carry therapeutic payloads, such as anti-viral and antifungal drugs, gene editing tools like CRISPR/Cas9 and siRNA, and more. This makes them helpful in changing pathogens' persistence and the host's immunological responses. The paper tackle problems with translation, such as biodistribution, immunogenicity, GMP production, and regulatory issues. Future possibilities like synthetic exosomes, combinatory medicines, and delivery design that uses AI. The combination of nanotechnology, molecular biology, and infectious disease therapies shows that exosome engineering offers a new way to meet the clinical needs that are not satisfied in treating CNS infections.","Onohuean H, Naik Bukke SP, Thalluri C, Abass KS, Choonara YE",2025,Frontiers in medical technology,N/A,https://pubmed.ncbi.nlm.nih.gov/41113669/,0,2025-12-28 13:57:48,0.6429,0.8429,YES
41109572,Molecular reflection of the mind: Exosomes in major depressive disorder.,"Exosomes, nanoscale extracellular vesicles (EVs) released by neural and peripheral cells, have become essential mediators in major depressive disorder (MDD). Their diverse cargo, including MicroRNAs (miRNAs), proteins, lipids, and metabolites, impacts key biological processes involved in depression, such as neuroinflammation, synaptic plasticity, hypothalamic-pituitary-adrenal (HPA) axis activity, and mitochondrial function. Therapeutically, both natural and engineered exosomes are being researched for their ability to deliver neuroprotective and anti-inflammatory molecules across the blood-brain barrier (BBB). In this review, we carefully analyze current findings, highlighting advantages and drawbacks across different cohorts, and identify common limitations that hinder reproducibility. We also suggest a framework connecting mechanistic insights with biomarker discovery and therapeutic development. Overall, these advances underscore exosomes as versatile tools for precision psychiatry.","Boozarjomehri Amnieh S, Yazdi M, Abrishami M, Keshvari NZ, Saleki K, Rezaei N",2025,Brain research bulletin,N/A,https://pubmed.ncbi.nlm.nih.gov/41109572/,0,2025-12-28 13:57:48,0.5888,0.6888,YES
41106715,Bone marrow mesenchymal stem cell-derived exosomes alleviate neuropathic pain after spinal cord injury by inhibiting the TLR4/MyD88/NF-κB pathway.,"Spinal cord injury-induced neuropathic pain (SCI-NP), characterized by complex pathophysiological mechanisms, represents a significant therapeutic challenge. Bone marrow mesenchymal stem cell-derived exosomes (BMSC-Exos) have demonstrated potential efficacy in the management of NP, but the mechanism remains to be explored. Here, we aimed to further elucidate the potential analgesic mechanism of BMSC-Exos in SCI-NP. Bioinformatic analyses were conducted to identify target genes and associated pathways. We established a SCI-NP model in TLR4<sup>lps-del</sup> and wild-type (WT) C57BL/6 mice. Paw withdrawal tests were utilized to assess mechanical pain thresholds following SCI. Immunofluorescence staining and Western blotting analysis were employed to examine microglial activation and TLR4/MyD88/NF-κB pathway activity. We subsequently administered BMSC-Exos to the injury site. The analgesic effects and underlying mechanisms were evaluated via previously established methodologies. A comprehensive literature review identified 287 articles on cell therapy for SCI-NP, and the abstracts of these articles were subjected to text mining, leading to the identification of 11 key SCI-NP-related genes and 23 associated pathways, including the TLR4, Toll-like receptor signaling and NF-κB signaling pathways. The SCI-NP model was successfully established. WT mice exhibited increased microglial activation and expression of TLR4/MyD88/NF-κB pathway members. Conversely, in TLR4<sup>lps-del</sup> mice, SCI-NP was suppressed, and the expression of TLR4/MyD88/NF-κB pathway members in microglia was decreased. Furthermore, exosome transplantation alleviated SCI-NP, reduced microglial activation, and attenuated TLR4/MyD88/NF-κB pathway expression. BMSC-Exos mitigated SCI-NP by inhibiting microglial activation through the TLR4/MyD88/NF-κB pathway, which is a target for future treatment.","Xu Y, Wang S, Li Z, Wang J, Wang M, Xue Q, Tao J, Huang S, Rastegar-Kashkooli Y, Xu Y",2025,Experimental neurology,N/A,https://pubmed.ncbi.nlm.nih.gov/41106715/,1,2025-12-28 13:57:48,0.6455,0.9455,YES
41102301,Safety evaluation of extracellular vesicles derived from hypoxia primed mesenchymal stem cells of umbilical cord and adipose tissue.,"Extracellular vesicles (EVs) hold great promise as regenerative therapeutics due to their roles in intercellular communication and tissue repair. This study aimed to assess the safety of EVs derived from human mesenchymal stem cells (MSCs) obtained from both umbilical cord (UC-MSC-EVs) and adipose tissue (AD-MSC-EVs) sources, which were manufactured under xeno- and serum-free conditions and primed with 5% O<sub>2</sub>. EVs from neither source caused vascular or muscular stimulation in New Zealand rabbits. Systemic hypersensitivity tests revealed that neither UC-MSC-EVs nor AD-MSC-EVs triggered significant changes in allergic and immune responses or hematological parameters in the animals, highlighting their biocompatibility and safety when administered systemically. Furthermore, acute toxicity test using Swiss mice showed all mice survived without any signs of acute toxicity after intravenous injection of both types of EVs at very high doses (up to 10,000 µg/kg of body weight). In addition, subchronic toxicity examination in Wistar rats revealed that repeated injections of neither UC-MSC-EVs nor AD-MSC-EVs (50-150 µg/animal) affected hematological indices or the functions of the liver, kidney, or spleen. Collectively, our findings provide strong evidence that both UC-MSC-EVs and AD-MSC-EVs manufactured under xeno- and serum-free conditions and primed with 5% O<sub>2</sub> are safe for potential therapeutic use. These results contribute to the growing body of evidence supporting the safety of physoxic MSC-derived EVs as therapeutic drugs, confirming their potential for applications in regenerative medicine.","Nguyen QT, Dinh NTH, Hang NT, Van Mao C, Do XH, Le DS, Dao HN, Giang TN, Forsyth N, Hoang VT",2025,Scientific reports,N/A,https://pubmed.ncbi.nlm.nih.gov/41102301/,0,2025-12-28 13:57:48,0.4909,0.4909,YES
41096987,Neuronal Differentiation and Exosome Profiling of Dental Pulp Stem Cells: Unveiling Their Potential for Nerve Repair.,"Peripheral nerve injuries remain a major clinical problem, and cell-free therapies using stem cell-derived bioproducts have emerged as promising alternatives. This study evaluated the influence of neurogenic differentiation and passage number on the secretomic and exosomal profile of human dental pulp stem cells (hDPCSs). Conditioned media from undifferentiated and neurodifferentiated hDPSCs, and exosomes derived from undifferentiated hDPSCs at passages 4 and 7, were analyzed using multiplex immunoassays, RT-PCR, and scanning electron microscopy (SEM). Neurodifferentiated hDPSCs at early passages secreted higher levels of neurotrophic, angiogenic and immunomodulatory factors, including FGF-2, IL-6, IL-8, and PDGF-AA. Exosomes from early-passage undifferentiated cells showed a more abundant and relevant neuroregenerative mRNA cargo in comparison to the later passages. Both cell types and exosomes adhered to the Reaxon<sup>®</sup> nerve guidance conduit, confirming the permissive nature of the materials regarding cells and cellular products, allowing adhesion and survival. Neurite outgrowth assays performed on neurodifferentiated hDPSCs confirmed functional neural behavior. In later passages, a decline in secretory and exosomal activity was noted. These results highlight the relevance of early-passage hDPSCs as a source of bioactive factors and support their application in cell-free approaches for peripheral nerve regeneration.","Lopes B, Sousa P, de Sousa Moreira A, Sousa AC, Rêma A, Atayde L, Salgado AJ, Geuna S, Alvites R, Maurício AC",2025,International journal of molecular sciences,N/A,https://pubmed.ncbi.nlm.nih.gov/41096987/,0,2025-12-28 13:57:48,0.5925,0.6925,YES
41094204,BMSCs-derived exosomal AKAP12 alleviates neuronal cell ferroptosis by inhibiting the STAT3 and ERK signaling pathways in spinal cord injury.,"Spinal cord injury (SCI) is a kind of central nervous system damage that causes significant disability. Although bone marrow stromal cells (BMSCs) have been shown to be an effective therapy for SCI, the regulation mechanism of BMSCs in SCI is unclear. The SCI models were established by oxygen-glucose deprivation/reoxygenation (OGD/R) treatment and laminectomy operation. Exosomes were isolated from the supernatant of BMSC cultures via differential ultracentrifugation, followed by characterization using transmission electron microscopy (TEM), nanoparticle tracking analysis (NTA), dynamic light scattering (DLS), and Western blotting. HE and Nissl staining examined pathological changes and neuronal loss in the spinal cord tissues. MTT and PI staining determined cell viability and death. Lipid ROS, iron, GSH, and MDA levels were detected by the C11-BODIPY 581/591 probe and commercial kits. The interactions between p-STAT3 and the TFRC/DMT1 promoter were analyzed by ChIP and dual luciferase reporter gene assay. BMSCs-derived exosomes (BMSCs-exo) suppressed OGD/R-induced neuronal ferroptosis. AKAP12 knockdown weakened the inhibitory impact of BMSCs-exo on OGD/R-induced neuronal ferroptosis. BMSCs-derived exosomal AKAP12 reduced p-ERK and p-STAT3 levels in neuronal cells and p-STAT3 nuclear entry. Additionally, p-STAT3 entering the nucleus increased TFRC and DMT1 promoter transcriptional activity by binding to their promoters. BMSCs-derived exosomal AKAP12 inhibited lipid peroxidation and iron transport signals by inactivating ERK and STAT3 signaling pathways. BMSCs-exo improved the motor function and injury repair in SCI rats by carrying AKAP12. Taken together, BMSCs-derived exosomal AKAP12 inhibited neuronal ferroptosis by repressing TFRC- and DMT1-mediated iron transport signals through inactivating STAT3 and ERK signaling pathways, thereby mitigating SCI. KEY MESSAGES: BMSCs-exo inhibited OGD/R-induced neuronal ferroptosis. AKAP12 silencing in BMSCs weakened the inhibitory impact of BMSCs-exo on OGD/R-induced neuronal ferroptosis. BMSCs-derived exosomal AKAP12 alleviated OGD/R-induced neuronal ferroptosis by inactivating the STAT3 and ERK pathways. Exosomal AKAP12 improved the motor function and injury repair by suppressing the STAT3 and ERK pathways in SCI rats.","Wang F, Pan Z, Zheng H, Zhu Q, Ke C, Zheng F, Hu W",2025,"Journal of molecular medicine (Berlin, Germany)",N/A,https://pubmed.ncbi.nlm.nih.gov/41094204/,1,2025-12-28 13:57:48,0.6535,0.9535,YES
